EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,OverTime,DistanceFromHome,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition
1034,30,Female,Married,4,Life Sciences,Research & Development,Research Scientist,1,1271,15,1,0,4,No,4,Travel_Rarely,3,4,4,3,0
1035,29,Male,Single,1,Life Sciences,Sales,Sales Representative,3,11144,2,1,1,3,No,11,Travel_Rarely,4,3,2,3,0
1036,45,Male,Divorced,2,Life Sciences,Research & Development,Research Scientist,1,2958,15,3,0,2,No,9,Travel_Frequently,3,1,2,3,0
1037,38,Female,Married,2,Life Sciences,Human Resources,Human Resources,1,3369,8,2,9,2,Yes,6,Travel_Rarely,4,2,4,4,1
1038,46,Male,Married,3,Technical Degree,Sales,Sales Representative,1,1805,3,0,0,0,No,24,Travel_Rarely,1,2,2,2,0
1039,28,Female,Single,3,Medical,Research & Development,Research Scientist,3,11800,5,6,12,0,No,2,Travel_Frequently,4,1,2,1,0
1040,37,Female,Married,1,Life Sciences,Sales,Sales Executive,1,2889,2,0,5,4,No,26,Travel_Frequently,2,3,3,4,0
1041,42,Male,Divorced,2,Technical Degree,Research & Development,Healthcare Representative,3,6882,4,0,1,3,No,15,Travel_Rarely,2,4,3,1,0
1042,47,Female,Divorced,2,Life Sciences,Sales,Sales Representative,1,3282,0,7,4,2,No,5,Non-Travel,3,3,3,4,0
1043,37,Male,Single,2,Life Sciences,Human Resources,Manager,3,6831,5,0,3,1,No,28,Travel_Rarely,3,3,3,4,0
1044,44,Male,Single,2,Medical,Research & Development,Healthcare Representative,2,4112,0,1,0,0,No,12,Travel_Rarely,1,3,4,2,0
1045,52,Female,Divorced,3,Medical,Research & Development,Manufacturing Director,1,3191,8,0,1,1,No,13,Non-Travel,2,2,4,4,0
1046,43,Female,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,2,5040,8,1,2,1,No,17,Non-Travel,3,4,3,4,0
1047,34,Male,Single,2,Life Sciences,Research & Development,Research Scientist,1,2105,1,1,3,1,Yes,4,Non-Travel,3,4,3,2,1
1048,24,Male,Married,2,Medical,Sales,Sales Executive,1,2594,1,0,2,5,No,10,Travel_Rarely,2,3,3,4,0
1049,51,Female,Married,5,Medical,Research & Development,Manager,3,7626,3,1,1,0,Yes,1,Travel_Rarely,1,2,3,4,0
1050,23,Female,Divorced,4,Medical,Human Resources,Human Resources,1,2889,4,2,1,2,No,11,Travel_Rarely,1,4,3,2,0
1051,51,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,2804,1,0,2,1,No,16,Non-Travel,4,1,3,1,0
1052,42,Male,Single,2,Life Sciences,Human Resources,Human Resources,1,2220,4,0,1,8,No,11,Travel_Rarely,4,4,3,2,0
1053,56,Male,Married,1,Medical,Research & Development,Laboratory Technician,1,1273,1,0,2,4,No,9,Travel_Rarely,3,4,2,2,0
1054,47,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,3,6589,0,2,6,1,No,2,Travel_Rarely,4,1,3,1,0
1055,59,Female,Married,2,Technical Degree,Research & Development,Research Scientist,1,1582,0,1,3,9,No,7,Travel_Rarely,4,4,3,4,0
1056,38,Male,Married,3,Medical,Sales,Sales Executive,4,16063,0,3,3,2,No,19,Travel_Rarely,1,4,3,2,0
1057,47,Male,Married,3,Life Sciences,Sales,Sales Executive,3,9633,7,0,2,0,Yes,18,Travel_Rarely,1,4,3,4,0
1058,39,Female,Married,4,Marketing,Sales,Sales Representative,1,2990,16,0,3,2,No,29,Travel_Rarely,4,3,3,2,0
1059,41,Male,Married,3,Medical,Research & Development,Manufacturing Director,1,3419,2,0,2,1,No,20,Travel_Rarely,3,2,3,3,0
1060,44,Female,Single,2,Life Sciences,Sales,Sales Representative,3,7258,3,0,0,2,No,7,Travel_Rarely,4,3,1,3,0
1061,51,Female,Married,3,Marketing,Sales,Sales Representative,1,2310,0,1,17,5,No,23,Travel_Rarely,4,3,3,4,0
1062,58,Female,Divorced,2,Technical Degree,Human Resources,Human Resources,1,1571,4,5,0,3,No,9,Travel_Rarely,3,2,3,3,0
1063,47,Male,Married,1,Medical,Sales,Sales Representative,1,1544,0,0,1,1,No,12,Travel_Rarely,1,3,3,2,0
1064,39,Male,Single,3,Life Sciences,Research & Development,Manager,2,4460,4,4,0,1,Yes,29,Travel_Rarely,2,3,3,4,1
1065,39,Female,Single,1,Medical,Sales,Sales Executive,2,3126,13,0,0,0,No,3,Travel_Rarely,1,1,3,2,0
1066,46,Female,Single,2,Marketing,Sales,Sales Representative,1,1732,1,3,4,1,Yes,23,Non-Travel,2,2,4,1,0
1067,34,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,1416,7,0,1,0,No,22,Travel_Rarely,3,1,3,3,0
1068,30,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,6637,0,3,4,1,No,26,Travel_Rarely,1,4,3,4,0
1069,38,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,2,3040,2,0,0,3,Yes,16,Travel_Rarely,1,3,4,1,0
1070,36,Female,Single,2,Life Sciences,Sales,Sales Executive,2,3786,0,4,0,3,No,7,Travel_Rarely,3,1,3,3,0
1071,36,Female,Single,3,Marketing,Research & Development,Manufacturing Director,2,6540,2,0,0,0,No,23,Non-Travel,2,4,3,3,0
1072,34,Female,Married,2,Medical,Sales,Sales Executive,1,1296,0,0,2,1,No,26,Travel_Rarely,3,1,1,4,1
1073,28,Female,Married,2,Medical,Sales,Sales Representative,2,4620,2,1,5,1,No,5,Non-Travel,3,3,3,2,0
1074,22,Female,Single,3,Life Sciences,Sales,Sales Representative,1,1041,2,0,1,0,No,25,Travel_Rarely,3,4,3,2,0
1075,59,Male,Married,3,Marketing,Sales,Sales Representative,1,1032,1,1,1,1,Yes,23,Non-Travel,4,4,3,3,0
1076,40,Male,Single,5,Life Sciences,Sales,Sales Executive,2,4299,5,5,10,1,No,7,Travel_Rarely,1,1,3,2,0
1077,39,Male,Divorced,2,Medical,Sales,Sales Representative,1,1615,12,1,0,2,No,28,Travel_Rarely,1,4,4,4,0
1078,45,Male,Divorced,3,Medical,Human Resources,Human Resources,4,16043,2,1,2,4,Yes,19,Travel_Rarely,4,4,2,3,0
1079,34,Male,Single,3,Marketing,Sales,Sales Representative,1,2547,1,0,1,1,No,17,Non-Travel,3,3,3,4,1
1080,56,Male,Single,4,Other,Sales,Sales Executive,3,6159,1,1,0,3,No,16,Travel_Rarely,4,3,3,4,0
1081,47,Male,Married,1,Medical,Sales,Sales Executive,3,7952,9,0,0,0,Yes,21,Travel_Rarely,2,1,3,4,0
1082,29,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,2731,4,3,0,4,No,24,Travel_Rarely,4,3,3,3,0
1083,39,Female,Married,3,Other,Sales,Sales Executive,2,5446,3,0,6,0,No,21,Travel_Rarely,4,3,3,4,0
1084,52,Female,Divorced,2,Medical,Research & Development,Research Scientist,1,2842,0,1,2,0,Yes,26,Travel_Rarely,3,4,2,2,0
1085,56,Male,Married,3,Life Sciences,Human Resources,Manager,3,11893,2,0,5,0,No,19,Travel_Rarely,1,3,3,4,0
1086,40,Female,Divorced,2,Life Sciences,Sales,Sales Representative,1,2732,1,0,2,1,No,25,Travel_Rarely,4,4,3,3,0
1087,43,Male,Married,3,Marketing,Research & Development,Healthcare Representative,2,3580,14,0,2,2,No,18,Travel_Frequently,4,1,3,4,0
1088,32,Male,Single,4,Life Sciences,Sales,Sales Executive,1,1219,10,0,3,7,No,19,Non-Travel,4,1,4,3,0
1089,59,Male,Married,3,Medical,Research & Development,Laboratory Technician,1,1378,0,0,7,3,Yes,28,Non-Travel,1,1,1,4,0
1090,34,Male,Married,3,Medical,Sales,Sales Executive,1,2749,3,0,0,1,No,4,Travel_Rarely,4,1,3,4,0
1091,56,Female,Married,3,Life Sciences,Sales,Sales Executive,1,2470,1,2,1,2,No,26,Travel_Frequently,1,3,3,4,1
1092,44,Female,Single,1,Medical,Sales,Manager,2,3963,2,0,3,2,No,1,Travel_Frequently,2,4,4,4,1
1093,43,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,2,4169,10,3,9,4,No,27,Travel_Rarely,3,3,4,1,0
1094,41,Male,Divorced,3,Life Sciences,Sales,Sales Representative,2,3232,3,0,11,3,Yes,4,Travel_Rarely,2,3,3,2,0
1095,34,Male,Single,2,Medical,Sales,Sales Representative,1,2394,2,0,3,2,Yes,4,Travel_Rarely,4,4,3,4,0
1096,32,Male,Divorced,2,Medical,Research & Development,Manager,2,3921,1,1,0,2,Yes,9,Travel_Rarely,3,2,2,4,0
1097,34,Male,Divorced,3,Marketing,Research & Development,Laboratory Technician,1,3281,8,1,0,3,No,8,Travel_Rarely,1,2,3,3,0
1098,33,Male,Divorced,2,Marketing,Research & Development,Laboratory Technician,2,5773,4,1,8,0,Yes,2,Travel_Frequently,3,2,3,2,1
1099,47,Female,Married,2,Marketing,Sales,Sales Executive,4,15462,3,1,1,1,Yes,29,Travel_Rarely,4,4,3,1,0
1100,38,Female,Married,3,Life Sciences,Research & Development,Research Scientist,1,1480,1,0,0,2,No,23,Travel_Rarely,1,1,3,2,0
1101,28,Male,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,1,2596,2,1,8,4,No,6,Travel_Rarely,3,1,3,3,0
1102,58,Female,Single,4,Medical,Sales,Sales Representative,1,2118,16,1,0,1,No,23,Travel_Rarely,2,3,3,2,0
1103,52,Male,Married,4,Technical Degree,Research & Development,Research Scientist,2,4865,3,0,3,6,Yes,11,Travel_Rarely,3,4,3,2,0
1104,55,Male,Married,3,Marketing,Sales,Sales Representative,2,5034,2,2,2,1,No,4,Travel_Rarely,2,3,2,3,0
1105,59,Male,Married,1,Marketing,Human Resources,Human Resources,2,3215,3,1,0,1,Yes,14,Non-Travel,2,4,2,3,0
1106,32,Female,Married,3,Life Sciences,Sales,Sales Executive,1,1724,7,0,1,1,No,21,Travel_Rarely,1,3,2,2,0
1107,39,Female,Married,3,Medical,Research & Development,Research Scientist,2,4839,2,2,0,5,No,22,Travel_Rarely,4,3,4,3,0
1108,46,Female,Married,3,Medical,Sales,Manager,2,3711,0,3,2,1,No,9,Travel_Rarely,3,4,2,4,0
1109,45,Male,Divorced,1,Life Sciences,Human Resources,Manager,1,2887,4,1,1,1,Yes,2,Travel_Rarely,3,4,3,3,0
1110,31,Female,Single,3,Life Sciences,Sales,Sales Representative,2,6614,5,0,0,0,No,27,Travel_Rarely,3,2,2,4,0
1111,48,Male,Divorced,3,Technical Degree,Human Resources,Manager,1,2825,6,3,11,2,No,25,Travel_Rarely,3,2,3,4,1
1112,34,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,1984,10,0,1,4,No,26,Non-Travel,3,2,4,1,1
1113,34,Male,Divorced,3,Life Sciences,Sales,Sales Executive,3,11254,2,0,0,1,No,1,Travel_Frequently,2,3,3,1,0
1114,42,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,2106,0,0,0,3,No,4,Travel_Rarely,3,4,2,3,0
1115,43,Male,Married,3,Technical Degree,Human Resources,Human Resources,3,6390,15,1,0,5,No,12,Non-Travel,2,2,3,3,0
1116,43,Female,Single,1,Medical,Sales,Sales Executive,2,4070,2,3,17,0,No,5,Travel_Rarely,2,2,4,3,1
1117,29,Male,Divorced,3,Medical,Sales,Sales Representative,1,1391,4,1,1,3,No,9,Travel_Rarely,3,4,3,2,0
1118,52,Female,Single,1,Technical Degree,Research & Development,Manufacturing Director,2,5765,5,4,1,1,Yes,22,Travel_Frequently,4,3,3,3,0
1119,35,Male,Divorced,2,Life Sciences,Sales,Sales Representative,2,3384,3,0,6,0,No,4,Travel_Rarely,1,3,3,1,0
1120,31,Female,Divorced,2,Medical,Sales,Sales Representative,1,3428,1,0,3,2,Yes,16,Travel_Rarely,1,4,3,4,0
1121,52,Female,Single,3,Life Sciences,Sales,Manager,1,2282,7,1,1,3,No,2,Travel_Rarely,2,3,2,2,0
1122,57,Female,Single,1,Life Sciences,Sales,Sales Executive,1,1933,8,5,6,1,Yes,16,Travel_Rarely,4,4,3,4,0
1123,51,Male,Married,3,Marketing,Sales,Sales Executive,1,2970,4,1,4,0,No,16,Travel_Rarely,4,1,3,1,0
1124,47,Male,Single,3,Marketing,Sales,Sales Representative,1,1398,3,0,0,5,No,21,Travel_Rarely,3,1,2,2,0
1125,44,Male,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,1,3147,0,0,3,3,No,24,Non-Travel,4,3,3,2,0
1126,42,Female,Single,1,Life Sciences,Research & Development,Laboratory Technician,1,1382,0,0,7,1,No,24,Travel_Frequently,3,3,3,4,0
1127,29,Male,Single,1,Medical,Sales,Sales Executive,3,8754,2,0,2,1,No,22,Non-Travel,4,4,4,1,0
1128,39,Male,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,1,3057,1,0,3,0,No,11,Travel_Frequently,2,4,2,3,0
1129,38,Male,Married,3,Life Sciences,Research & Development,Research Scientist,2,5311,15,3,10,1,No,1,Travel_Rarely,2,4,3,4,0
1130,35,Male,Divorced,3,Life Sciences,Human Resources,Human Resources,2,6339,7,1,3,2,No,15,Travel_Rarely,3,2,4,4,0
1131,46,Female,Married,1,Life Sciences,Sales,Sales Representative,2,5879,5,1,0,2,Yes,24,Travel_Frequently,3,4,2,2,0
1132,41,Male,Married,3,Marketing,Sales,Sales Representative,1,3242,3,0,0,1,No,4,Travel_Frequently,3,4,1,4,0
1133,29,Female,Married,4,Life Sciences,Research & Development,Research Scientist,3,8609,0,0,2,3,No,18,Travel_Rarely,2,3,4,4,0
1134,34,Male,Married,3,Life Sciences,Human Resources,Human Resources,2,4430,19,1,0,1,No,17,Non-Travel,3,4,3,3,0
1135,45,Male,Married,3,Medical,Research & Development,Laboratory Technician,3,7913,2,3,9,2,No,7,Travel_Rarely,2,1,3,3,0
1136,29,Male,Married,1,Technical Degree,Research & Development,Research Scientist,1,3144,0,1,1,1,No,18,Travel_Rarely,1,1,3,4,0
1137,50,Male,Married,1,Life Sciences,Sales,Sales Representative,1,1757,3,3,1,1,No,13,Travel_Rarely,4,4,3,4,0
1138,41,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,2,5134,10,2,3,1,No,20,Travel_Rarely,4,3,3,3,0
1139,41,Female,Married,2,Life Sciences,Sales,Sales Representative,1,1990,10,0,2,2,No,20,Non-Travel,4,2,4,4,0
1140,43,Male,Single,1,Marketing,Sales,Sales Executive,2,5124,0,0,1,1,Yes,29,Travel_Rarely,4,3,3,2,1
1141,48,Female,Married,2,Medical,Research & Development,Research Scientist,1,2912,10,1,0,0,No,10,Travel_Rarely,4,4,3,2,0
1142,38,Male,Single,2,Marketing,Sales,Sales Representative,2,4739,1,0,2,0,No,1,Non-Travel,3,3,3,1,1
1143,45,Male,Married,4,Other,Research & Development,Research Scientist,4,16602,0,0,6,1,No,2,Travel_Rarely,1,3,2,2,0
1144,42,Female,Married,3,Marketing,Human Resources,Human Resources,1,1660,9,0,3,0,No,17,Travel_Rarely,2,1,3,3,1
1145,35,Male,Single,3,Medical,Sales,Sales Representative,2,5028,9,0,1,2,Yes,22,Travel_Rarely,2,2,3,3,0
1146,52,Male,Single,3,Medical,Human Resources,Human Resources,2,4134,4,3,0,1,No,29,Non-Travel,4,4,4,2,0
1147,47,Male,Single,1,Life Sciences,Human Resources,Manager,2,5025,4,0,5,2,No,3,Travel_Rarely,1,3,3,3,0
1148,44,Male,Married,3,Human Resources,Research & Development,Laboratory Technician,3,9712,8,0,8,6,Yes,17,Travel_Rarely,4,3,3,2,0
1149,50,Female,Divorced,2,Life Sciences,Sales,Sales Representative,3,6764,7,1,1,2,No,12,Travel_Rarely,3,3,3,4,0
1150,51,Male,Single,3,Life Sciences,Sales,Sales Executive,2,5725,11,1,3,3,No,24,Travel_Rarely,4,4,3,4,0
1151,45,Female,Married,2,Medical,Sales,Sales Executive,1,2672,4,1,1,3,No,12,Travel_Rarely,1,3,3,3,0
1152,49,Female,Married,5,Life Sciences,Sales,Manager,2,5838,17,4,2,5,Yes,20,Non-Travel,2,4,2,4,0
1153,45,Male,Married,2,Medical,Sales,Manager,1,2546,27,2,5,1,Yes,10,Travel_Rarely,4,2,4,2,0
1154,45,Female,Divorced,2,Medical,Human Resources,Human Resources,1,1582,0,1,0,4,No,7,Travel_Frequently,2,1,3,3,0
1155,43,Male,Married,4,Medical,Sales,Sales Representative,2,3670,9,0,2,5,No,10,Travel_Rarely,2,4,3,4,0
1156,46,Female,Married,1,Marketing,Research & Development,Laboratory Technician,3,11847,3,0,0,1,No,18,Travel_Rarely,2,4,3,3,1
1157,32,Male,Single,3,Life Sciences,Sales,Sales Representative,3,10633,2,1,1,1,Yes,22,Travel_Rarely,1,4,3,4,0
1158,52,Female,Single,3,Medical,Research & Development,Healthcare Representative,1,2821,4,2,3,6,No,6,Travel_Rarely,2,4,3,2,0
1159,51,Male,Single,3,Medical,Research & Development,Manager,1,2185,0,4,0,2,No,7,Travel_Rarely,3,4,1,2,0
1160,25,Male,Single,5,Medical,Sales,Sales Representative,3,10525,3,1,2,1,Yes,28,Travel_Rarely,3,4,3,3,0
1161,48,Female,Married,5,Marketing,Sales,Sales Representative,1,2637,10,1,0,3,No,17,Travel_Frequently,3,4,2,4,0
1162,31,Female,Married,1,Life Sciences,Research & Development,Research Scientist,2,6140,1,0,3,1,No,12,Travel_Rarely,1,3,3,3,0
1163,38,Male,Married,3,Medical,Research & Development,Laboratory Technician,1,3180,2,0,0,0,Yes,17,Non-Travel,4,1,2,4,0
1164,46,Male,Single,3,Life Sciences,Research & Development,Manager,1,1188,14,0,3,2,Yes,18,Travel_Rarely,4,3,3,4,0
1165,32,Female,Single,3,Technical Degree,Sales,Sales Representative,4,12746,2,0,3,2,No,14,Non-Travel,1,4,2,2,0
1166,48,Female,Married,1,Life Sciences,Sales,Sales Representative,1,2701,2,0,10,4,Yes,11,Travel_Rarely,3,2,3,3,1
1167,49,Female,Divorced,3,Marketing,Human Resources,Human Resources,1,3326,2,0,7,1,Yes,2,Travel_Rarely,1,4,3,3,0
1168,41,Female,Single,5,Life Sciences,Research & Development,Laboratory Technician,1,2648,3,1,0,3,No,21,Travel_Frequently,4,1,2,3,0
1169,19,Female,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,3,7184,4,1,0,1,Yes,1,Travel_Rarely,4,2,3,1,0
1170,36,Female,Married,2,Medical,Research & Development,Healthcare Representative,3,8793,8,1,3,2,No,11,Non-Travel,4,2,4,4,0
1171,43,Male,Married,1,Technical Degree,Research & Development,Research Scientist,1,1850,3,0,2,1,Yes,2,Travel_Rarely,2,1,3,4,0
1172,58,Male,Married,2,Medical,Sales,Sales Executive,1,1169,8,0,0,1,No,16,Travel_Rarely,3,1,3,3,0
1173,44,Female,Single,3,Technical Degree,Sales,Sales Representative,2,3829,3,4,0,4,No,22,Travel_Rarely,2,2,4,3,0
1174,35,Female,Single,3,Medical,Sales,Sales Representative,1,2080,2,0,2,1,No,3,Travel_Frequently,3,4,4,1,0
1175,44,Male,Married,3,Medical,Research & Development,Laboratory Technician,2,4263,5,4,7,3,No,20,Travel_Rarely,3,1,4,3,0
1176,42,Male,Married,1,Life Sciences,Sales,Sales Representative,1,1768,6,0,7,1,Yes,1,Non-Travel,1,2,3,4,0
1177,47,Female,Divorced,2,Marketing,Sales,Sales Representative,1,1357,4,1,0,0,No,21,Travel_Frequently,4,1,4,4,0
1178,30,Male,Married,3,Life Sciences,Research & Development,Manager,2,5248,0,0,1,0,Yes,20,Non-Travel,3,4,3,2,0
1179,46,Male,Single,4,Technical Degree,Research & Development,Research Scientist,1,3491,0,0,0,3,Yes,8,Non-Travel,4,3,3,3,0
1180,42,Male,Married,3,Technical Degree,Research & Development,Laboratory Technician,3,9908,1,0,1,1,No,19,Travel_Rarely,2,3,1,4,1
1181,57,Male,Single,2,Technical Degree,Research & Development,Research Scientist,1,2325,1,2,4,2,No,26,Travel_Frequently,4,2,4,2,0
1182,38,Male,Married,3,Medical,Sales,Sales Executive,1,3148,5,0,4,2,No,1,Travel_Rarely,4,2,3,1,0
1183,44,Male,Married,1,Medical,Research & Development,Laboratory Technician,5,16688,0,1,2,1,Yes,29,Travel_Rarely,4,4,3,3,0
1184,55,Male,Divorced,5,Marketing,Research & Development,Research Scientist,1,3076,7,0,0,1,No,26,Travel_Rarely,4,4,2,3,0
1185,30,Female,Divorced,2,Life Sciences,Research & Development,Research Scientist,2,4529,1,0,1,1,Yes,5,Travel_Rarely,4,1,2,1,1
1186,55,Male,Married,3,Medical,Sales,Sales Representative,1,2461,1,3,8,5,No,1,Travel_Rarely,3,3,4,1,0
1187,45,Female,Married,2,Life Sciences,Sales,Sales Executive,2,4402,3,2,0,1,No,11,Travel_Rarely,2,2,3,2,0
1188,29,Female,Divorced,3,Medical,Research & Development,Research Scientist,2,3072,1,1,1,0,No,21,Travel_Rarely,4,1,3,2,0
1189,37,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,1,1253,10,0,4,1,No,9,Travel_Frequently,4,4,3,3,0
1190,45,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,2,4934,0,0,3,2,No,5,Travel_Rarely,4,3,2,2,0
1191,28,Male,Single,2,Life Sciences,Research & Development,Healthcare Representative,2,3515,2,4,7,2,No,2,Travel_Rarely,3,2,3,2,0
1192,43,Female,Single,2,Medical,Research & Development,Manufacturing Director,1,2043,9,0,1,5,No,13,Travel_Rarely,2,2,3,4,0
1193,38,Male,Married,1,Medical,Research & Development,Manager,2,4648,4,2,2,4,No,18,Travel_Rarely,4,4,3,1,0
1194,44,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,5582,1,0,1,1,No,26,Travel_Frequently,4,4,3,3,0
1195,28,Female,Married,1,Medical,Sales,Sales Representative,1,1420,2,6,7,1,No,25,Travel_Rarely,1,4,2,4,1
1196,51,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,3493,6,0,4,3,No,12,Non-Travel,2,3,2,3,0
1197,58,Male,Married,4,Medical,Research & Development,Laboratory Technician,1,1878,18,0,5,5,Yes,14,Travel_Rarely,3,3,3,4,0
1198,57,Female,Married,4,Medical,Sales,Sales Executive,1,1135,11,1,0,1,No,5,Travel_Rarely,1,2,4,3,0
1199,46,Female,Married,2,Medical,Sales,Sales Executive,2,6576,2,4,4,1,No,27,Travel_Rarely,1,1,3,1,1
1200,31,Male,Married,3,Marketing,Sales,Sales Executive,2,6831,31,5,1,4,No,24,Travel_Rarely,2,3,3,3,0
1201,46,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,3,11420,0,1,0,1,Yes,10,Travel_Rarely,4,3,2,3,0
1202,24,Male,Single,3,Marketing,Sales,Sales Executive,1,2632,0,2,0,1,Yes,20,Travel_Rarely,1,2,3,1,0
1203,23,Female,Single,3,Medical,Research & Development,Manager,1,1032,8,1,3,5,No,2,Travel_Rarely,3,4,4,3,0
1204,37,Male,Divorced,2,Medical,Sales,Sales Executive,2,5694,1,2,1,3,No,4,Travel_Rarely,4,1,3,4,0
1205,41,Female,Divorced,2,Medical,Sales,Sales Representative,2,4790,0,2,6,1,No,12,Travel_Rarely,4,2,3,2,0
1206,47,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,3277,1,0,3,1,Yes,11,Travel_Rarely,4,1,3,3,0
1207,45,Male,Single,4,Medical,Sales,Manager,1,3180,2,1,0,1,No,4,Travel_Rarely,3,3,3,3,0
1208,40,Male,Married,2,Medical,Research & Development,Healthcare Representative,1,1749,6,1,3,5,Yes,11,Travel_Rarely,4,1,3,4,0
1209,36,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,3173,4,1,0,9,Yes,9,Travel_Rarely,1,2,3,4,0
1210,59,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,5,17392,1,3,1,3,Yes,10,Non-Travel,4,3,3,4,0
1211,39,Male,Single,1,Life Sciences,Sales,Sales Executive,1,1016,3,0,2,1,No,27,Travel_Rarely,3,3,4,2,0
1212,40,Female,Single,4,Technical Degree,Research & Development,Manager,3,8871,13,0,6,0,No,6,Travel_Rarely,2,3,2,1,0
1213,32,Male,Married,3,Medical,Research & Development,Healthcare Representative,2,5609,8,0,1,2,No,15,Travel_Rarely,3,2,4,2,0
1214,47,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,2401,1,0,4,1,No,10,Non-Travel,1,3,3,4,0
1215,45,Male,Single,1,Life Sciences,Research & Development,Research Scientist,2,3817,20,1,4,2,No,22,Travel_Frequently,4,3,3,4,0
1216,34,Male,Single,3,Medical,Research & Development,Research Scientist,3,7660,6,3,1,2,No,21,Travel_Rarely,2,2,3,4,1
1217,29,Male,Married,2,Marketing,Research & Development,Healthcare Representative,3,10562,0,1,2,1,No,6,Non-Travel,3,4,3,3,1
1218,45,Male,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,1,1627,0,2,3,5,No,1,Travel_Rarely,1,3,3,3,0
1219,44,Male,Divorced,3,Life Sciences,Sales,Sales Representative,1,3438,0,0,0,0,No,29,Travel_Rarely,2,2,3,3,1
1220,36,Male,Married,1,Technical Degree,Sales,Sales Executive,1,2210,6,3,6,3,No,21,Travel_Rarely,4,4,2,1,0
1221,56,Male,Married,3,Life Sciences,Sales,Manager,1,1599,1,1,4,1,No,28,Travel_Rarely,4,4,3,3,1
1222,31,Male,Single,3,Life Sciences,Sales,Sales Executive,2,4738,3,0,0,3,No,22,Travel_Rarely,4,4,3,3,0
1223,40,Male,Married,2,Other,Sales,Sales Executive,3,11480,0,1,11,2,No,24,Non-Travel,2,4,2,4,0
1224,56,Male,Married,2,Medical,Sales,Sales Representative,1,2846,12,4,0,0,Yes,20,Travel_Rarely,1,2,4,2,1
1225,39,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,2,4855,2,0,7,1,No,21,Travel_Rarely,3,2,2,4,0
1226,44,Male,Married,1,Life Sciences,Sales,Sales Representative,2,5496,11,1,1,0,No,4,Travel_Rarely,3,3,3,3,0
1227,39,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,2887,14,3,4,0,Yes,23,Non-Travel,1,4,2,2,1
1228,36,Male,Single,3,Life Sciences,Sales,Sales Executive,1,1679,0,0,1,3,No,26,Travel_Rarely,4,3,3,2,0
1229,58,Female,Single,1,Technical Degree,Sales,Sales Representative,2,6252,3,1,4,1,No,22,Travel_Rarely,2,4,3,1,0
1230,39,Female,Single,1,Life Sciences,Sales,Manager,3,7835,0,0,0,1,No,14,Travel_Rarely,2,2,3,3,0
1231,53,Male,Single,3,Marketing,Sales,Sales Representative,2,5177,11,0,0,1,No,20,Travel_Rarely,2,3,2,1,0
1232,34,Female,Divorced,3,Technical Degree,Research & Development,Research Scientist,1,1148,3,1,0,2,No,22,Travel_Rarely,3,4,1,3,0
1233,33,Male,Married,2,Life Sciences,Research & Development,Manager,1,2495,0,0,6,3,Yes,29,Travel_Rarely,4,4,3,4,0
1234,26,Male,Married,2,Life Sciences,Sales,Sales Representative,1,1817,0,2,1,1,No,20,Travel_Rarely,3,4,3,4,0
1235,44,Female,Divorced,3,Medical,Research & Development,Research Scientist,2,4744,2,0,3,2,Yes,28,Non-Travel,3,4,3,4,1
1236,38,Female,Divorced,2,Technical Degree,Research & Development,Research Scientist,2,4646,14,0,5,4,Yes,8,Travel_Rarely,1,3,1,1,0
1237,51,Male,Married,1,Marketing,Research & Development,Research Scientist,1,2672,5,1,6,0,Yes,11,Travel_Rarely,4,3,4,3,1
